titulo,zona,latitud,longitud,direccion_usada,geocoding_ok
"Ático en avenida de la Gran Vía del Sureste, 31, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.371129,-3.6135502,"Ensanche de Vallecas - La Gavia, Madrid, España",True
"Piso en Palacio, Madrid",centro,40.4153295,-3.7147092,"Palacio, Madrid, España",True
"Ático en calle de la Paz, Sol, Madrid",centro,40.4156837,-3.7039271,"calle de la Paz, Sol, Madrid, España",True
"Piso en Almagro, Madrid",chamberi,40.4336632,-3.6942857,"Almagro, Madrid, España",True
"Piso en calle de los Libreros, Malasaña-Universidad, Madrid",centro,40.4215529,-3.7066554,"calle de los Libreros, Madrid, España",True
"Piso en Goya, Madrid",barrio-de-salamanca,40.4246991,-3.6762001,"Goya, Madrid, España",True
"Piso en avenida del Manzanares, Moscardó, Madrid",usera,40.3926534,-3.7021531,"avenida del Manzanares, Moscardó, Madrid, España",True
"Piso en calle de Bravo Murillo, 213 ---- bis, Berruguete, Madrid",tetuan,40.4577619,-3.7012576,"calle de Bravo Murillo, 213 ---- bis, Berruguete, Madrid, España",True
"Piso en calle San David, s/n, Comillas, Madrid",carabanchel,40.3945067,-3.7070354,"calle San David, s/n, Comillas, Madrid, España",True
"Piso en calle del Doctor Juan José López Ibor, Peñagrande, Madrid",fuencarral,40.4734681,-3.7286462,"calle del Doctor Juan José López Ibor, Peñagrande, Madrid, España",True
"Chalet adosado en ronda de Cala Basa, Conde Orgaz-Piovera, Madrid",hortaleza,40.4566911,-3.6475883,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en Los Rosales, Madrid",villaverde,40.3571948,-3.6894484,"Los Rosales, Madrid, España",True
"Piso en calle Alfredo Aleix, Buena Vista, Madrid",carabanchel,40.3684027,-3.7559108,"calle Alfredo Aleix, Madrid, España",True
"Piso en avenida del Monasterio de El Escorial, Montecarmelo, Madrid",fuencarral,40.507946,-3.6948307,"avenida del Monasterio de El Escorial, Montecarmelo, Madrid, España",True
"Casa o chalet independiente en Nueva España, Madrid",chamartin,40.4589872,-3.6761288,"chamartin, Madrid, España",True
"Piso en calle Zamenhof, 22, Salvador, Madrid",san-blas,40.4462791,-3.6267267,"calle Zamenhof, 22, Salvador, Madrid, España",True
"Dúplex en calle de Trefacio, Canillas, Madrid",hortaleza,40.46623,-3.6351997,"calle de Trefacio, Canillas, Madrid, España",True
"Ático en Arroyo del Fresno, Madrid",fuencarral,40.4895829,-3.7302946,"Arroyo del Fresno, Madrid, España",True
"Piso en Aluche, Madrid",latina,40.392356,-3.7571096,"Aluche, Madrid, España",True
"Piso en calle Alfredo Aleix, 26, Buena Vista, Madrid",carabanchel,40.3684027,-3.7559108,"calle Alfredo Aleix, 26, Madrid, España",True
"Piso en calle de Juan Tornero, Puerta del Ángel, Madrid",latina,40.4114183,-3.7291066,"calle de Juan Tornero, Puerta del Ángel, Madrid, España",True
"Estudio en calle Galería Vallehermoso, 6, Vallehermoso, Madrid",chamberi,40.4431893,-3.7108233,"Vallehermoso, Madrid, España",True
"Piso en Moscardó, Madrid",usera,40.3890429,-3.7057718,"Moscardó, Madrid, España",True
"Piso en calle Provisional Berrocales 81 10, s/n, Los Berrocales, Madrid",vicalvaro,40.3706493,-3.5722463,"calle Provisional Berrocales 81 10, Madrid, España",True
"Piso en Virgen de Lourdes, Concepción, Madrid",ciudad-lineal,40.4359201,-3.656515,"Virgen de Lourdes, Concepción, Madrid, España",True
"Casa o chalet independiente en calle de Navarredonda de Gredos, Fuentelarreina, Madrid",fuencarral,40.4774958,-3.7426018,"Fuentelarreina, Madrid, España",True
"Piso en calle de Padilla, Lista, Madrid",barrio-de-salamanca,40.4312959,-3.6781459,"calle de Padilla, Lista, Madrid, España",True
"Piso en calle del Sándalo, Palomas, Madrid",hortaleza,40.4541116,-3.6168432,"calle del Sándalo, Palomas, Madrid, España",True
"Chalet pareado en Nueva España, Madrid",chamartin,40.4589872,-3.6761288,"chamartin, Madrid, España",True
"Casa o chalet independiente en El Viso, Madrid",chamartin,40.4589872,-3.6761288,"chamartin, Madrid, España",True
"Piso en Portazgo, Madrid",puente-de-vallecas,40.3930132,-3.659194,"Portazgo, Madrid, España",True
"Piso en calle Infanta Mercedes, 91, Cuzco-Castillejos, Madrid",tetuan,40.4623004,-3.6947774,"calle Infanta Mercedes, 91, Madrid, España",True
"Piso en calle de Pedro Teixeira, Cuatro Caminos, Madrid",tetuan,40.4467812,-3.7039643,"Cuatro Caminos, Madrid, España",True
"Piso en calle de Mercedes Arteaga, 26, Opañel, Madrid",carabanchel,40.3903949,-3.7221926,"Opañel, Madrid, España",True
"Ático en calle de la Unión, Palacio, Madrid",centro,40.4172192,-3.7104154,"calle de la Unión, Palacio, Madrid, España",True
"Piso en calle de Fernando el Católico, 17, Arapiles, Madrid",chamberi,40.433854,-3.7081296,"calle de Fernando el Católico, 17, Arapiles, Madrid, España",True
"Piso en calle de Hermosilla, Goya, Madrid",barrio-de-salamanca,40.4256965,-3.6710868,"calle de Hermosilla, Goya, Madrid, España",True
"Piso en calle de María Teresa, 18, Guindalera, Madrid",barrio-de-salamanca,40.4360564,-3.6686488,"calle de María Teresa, 18, Guindalera, Madrid, España",True
"Piso en avenida de Oporto, Opañel, Madrid",carabanchel,40.3880154,-3.7317354,"avenida de Oporto, Opañel, Madrid, España",True
"Piso en calle Isla de Cristina, 14, Valdezarza, Madrid",moncloa,40.4649542,-3.717074,"Valdezarza, Madrid, España",True
"Piso en calle Villardondiego, Ambroz, Madrid",vicalvaro,40.4074522,-3.6082445,"calle Villardondiego, Madrid, España",True
"Ático en calle de Alonso Cano, Nuevos Ministerios-Ríos Rosas, Madrid",chamberi,40.4423982,-3.6974621,"calle de Alonso Cano, Madrid, España",True
"Piso en calle del Parque de la Paloma, Zofío, Madrid",usera,40.3783484,-3.7131121,"calle del Parque de la Paloma, Zofío, Madrid, España",True
"Piso en calle del Maestro Ángel Llorca, Vallehermoso, Madrid",chamberi,40.443766,-3.7141435,"calle del Maestro Ángel Llorca, Vallehermoso, Madrid, España",True
"Piso en calle de Abtao, Pacífico, Madrid",retiro,40.4048787,-3.6756208,"calle de Abtao, Pacífico, Madrid, España",True
"Ático en calle de la Montera, Sol, Madrid",centro,40.4190835,-3.7020615,"calle de la Montera, Sol, Madrid, España",True
"Dúplex en calle Javier Ferrero, 1, Ciudad Jardín, Madrid",chamartin,40.4484941,-3.6705275,"calle Javier Ferrero, 1, Ciudad Jardín, Madrid, España",True
"Piso en Palos de la Frontera, Madrid",arganzuela,40.4030849,-3.6947843,"Palos de la Frontera, Madrid, España",True
"Piso en camino Viejo de Leganés, Puerta Bonita, Madrid",carabanchel,40.3838428,-3.7290472,"camino Viejo de Leganés, Puerta Bonita, Madrid, España",True
"Piso en calle San Bartolomé, 22, Chueca-Justicia, Madrid",centro,40.4221429,-3.6983122,"calle San Bartolomé, 22, Chueca-Justicia, Madrid, España",True
"Piso en calle Rufino González, 59, Simancas, Madrid",san-blas,40.4356216,-3.6255336,"calle Rufino González, 59, Simancas, Madrid, España",True
"Piso en calle de Sánchez Pacheco, 53, Ciudad Jardín, Madrid",chamartin,40.4476279,-3.6724499,"calle de Sánchez Pacheco, 53, Ciudad Jardín, Madrid, España",True
"Piso en calle del Jaspe, Pradolongo, Madrid",usera,40.3813877,-3.7068828,"calle del Jaspe, Pradolongo, Madrid, España",True
"Piso en calle de Villanueva, Recoletos, Madrid",barrio-de-salamanca,40.4224476,-3.6863783,"calle de Villanueva, Recoletos, Madrid, España",True
"Piso en calle de Argensola, Chueca-Justicia, Madrid",centro,40.4256456,-3.6946403,"calle de Argensola, Chueca-Justicia, Madrid, España",True
"Piso en Rejas, Madrid",san-blas,40.4448868,-3.5720332,"Rejas, Madrid, España",True
"Ático en Prosperidad, Madrid",chamartin,40.443946,-3.6701659,"Prosperidad, Madrid, España",True
"Piso en calle de Santiago Cordero, 18, Valdeacederas, Madrid",tetuan,40.4678617,-3.7010788,"calle de Santiago Cordero, 18, Valdeacederas, Madrid, España",True
"Piso en calle de Manuel Galindo, Vista Alegre, Madrid",carabanchel,40.3859736,-3.7369513,"calle de Manuel Galindo, Vista Alegre, Madrid, España",True
"Piso en calle del Amparo, Lavapiés-Embajadores, Madrid",centro,40.4091452,-3.7026715,"calle del Amparo, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de San Pedro de Cardeña, s/n, Apóstol Santiago, Madrid",hortaleza,40.4751949,-3.6593186,"calle de San Pedro de Cardeña, s/n, Apóstol Santiago, Madrid, España",True
"Piso en Casa de Campo, Madrid",moncloa,40.4241907,-3.755858,"Casa de Campo, Madrid, España",True
"Piso en Castellana, Madrid",barrio-de-salamanca,40.4333241,-3.6841316,"Castellana, Madrid, España",True
"Piso en calle de María de las Mercedes de Borbón, Valdebebas - Valdefuentes, Madrid",hortaleza,40.4924604,-3.6126919,"calle de María de las Mercedes de Borbón, Valdebebas - Valdefuentes, Madrid, España",True
"Casa o chalet independiente en Ciudad Universitaria, Madrid",moncloa,40.4350196,-3.719236,"moncloa, Madrid, España",True
"Piso en calle de Fernández de la Hoz, 28, Almagro, Madrid",chamberi,40.4339284,-3.6949194,"calle de Fernández de la Hoz, 28, Almagro, Madrid, España",True
"Dúplex en calle de la Isla de Java, 30, Tres Olivos - Valverde, Madrid",fuencarral,40.4885028,-3.6816347,"calle de la Isla de Java, 30, Madrid, España",True
"Piso en calle de Dulce Chacón, 49, Virgen del Cortijo - Manoteras, Madrid",hortaleza,40.4862524,-3.6712242,"calle de Dulce Chacón, 49, Madrid, España",True
"Piso en calle de Velázquez, Recoletos, Madrid",barrio-de-salamanca,40.4270268,-3.6839689,"calle de Velázquez, Recoletos, Madrid, España",True
"Piso en calle de Zaida, 9, San Isidro, Madrid",carabanchel,40.3919497,-3.7355658,"calle de Zaida, 9, San Isidro, Madrid, España",True
"Piso en calle José del Río, San Isidro, Madrid",carabanchel,40.3945478,-3.7265636,"calle José del Río, San Isidro, Madrid, España",True
"Piso en Lavapiés-Embajadores, Madrid",centro,40.4069101,-3.7049708,"Lavapiés-Embajadores, Madrid, España",True
"Piso en calle del Doctor Drumen, Lavapiés-Embajadores, Madrid",centro,40.4086527,-3.6932283,"calle del Doctor Drumen, Madrid, España",True
"Piso en avenida de Burgos, 28, Castilla, Madrid",chamartin,40.4785232,-3.6750914,"avenida de Burgos, 28, Castilla, Madrid, España",True
"Ático en calle del Jazmín, Costillares, Madrid",ciudad-lineal,40.479974,-3.6655491,"calle del Jazmín, Costillares, Madrid, España",True
"Chalet pareado en avenida del Papa Negro, Conde Orgaz-Piovera, Madrid",hortaleza,40.4566911,-3.6475883,"Conde Orgaz-Piovera, Madrid, España",True
"Piso en Colina, Madrid",ciudad-lineal,40.4580463,-3.6602556,"Colina, Madrid, España",True
"Piso en calle de Dulce Chacón, Virgen del Cortijo - Manoteras, Madrid",hortaleza,40.4866844,-3.6720464,"calle de Dulce Chacón, Madrid, España",True
"Piso en paseo Perales, Puerta del Ángel, Madrid",latina,40.4049754,-3.7385935,"paseo Perales, Puerta del Ángel, Madrid, España",True
"Piso en calle de la Cava Baja, Palacio, Madrid",centro,40.4123636,-3.7092465,"calle de la Cava Baja, Palacio, Madrid, España",True
"Piso en calle de los Mancebos, Palacio, Madrid",centro,40.4127827,-3.7130327,"calle de los Mancebos, Palacio, Madrid, España",True
"Piso en calle de Andorra, Canillas, Madrid",hortaleza,40.4589641,-3.6452442,"calle de Andorra, Canillas, Madrid, España",True
"Chalet adosado en Canillas, Madrid",hortaleza,40.4725491,-3.6425515,"hortaleza, Madrid, España",True
"Ático en Guindalera, Madrid",barrio-de-salamanca,40.436356,-3.6680189,"Guindalera, Madrid, España",True
"Ático en Goya, Madrid",barrio-de-salamanca,40.4246991,-3.6762001,"Goya, Madrid, España",True
"Piso en calle de Jorge Juan, Recoletos, Madrid",barrio-de-salamanca,40.423866,-3.6861813,"calle de Jorge Juan, Recoletos, Madrid, España",True
"Ático en calle de Fernán González, Ibiza, Madrid",retiro,40.4186801,-3.6746012,"calle de Fernán González, Ibiza, Madrid, España",True
"Piso en Ibiza, Madrid",retiro,40.4189526,-3.6737251,"Ibiza, Madrid, España",True
"Chalet pareado en El Plantío, Madrid",moncloa,40.4350196,-3.719236,"moncloa, Madrid, España",True
"Piso en calle de las Virtudes, Almagro, Madrid",chamberi,40.4375365,-3.6986329,"calle de las Virtudes, Almagro, Madrid, España",True
"Piso en calle Ramón Gómez de la Serna, 49, Peñagrande, Madrid",fuencarral,40.4837027,-3.725292,"calle Ramón Gómez de la Serna, 49, Peñagrande, Madrid, España",True
"Piso en calle de la Ballesta, Malasaña-Universidad, Madrid",centro,40.4215942,-3.7035017,"calle de la Ballesta, Malasaña-Universidad, Madrid, España",True
"Piso en calle de López Grass, Numancia, Madrid",puente-de-vallecas,40.3995283,-3.6596765,"Numancia, Madrid, España",True
"Piso en calle de Puentelarra, Santa Eugenia, Madrid",villa-de-vallecas,40.3832792,-3.6078987,"calle de Puentelarra, Santa Eugenia, Madrid, España",True
"Piso en calle Magín Calvo, Puerta del Ángel, Madrid",latina,40.4076459,-3.7339872,"calle Magín Calvo, Puerta del Ángel, Madrid, España",True
"Dúplex en calle de Santiago Cordero, Valdeacederas, Madrid",tetuan,40.4678617,-3.7010788,"calle de Santiago Cordero, Valdeacederas, Madrid, España",True
"Piso en calle de Atocha, Lavapiés-Embajadores, Madrid",centro,40.4110043,-3.6964573,"calle de Atocha, Lavapiés-Embajadores, Madrid, España",True
"Chalet pareado en calle de los Narcisos, Bernabéu-Hispanoamérica, Madrid",chamartin,40.453057,-3.6883531,"Bernabéu-Hispanoamérica, Madrid, España",True
"Piso en calle de la Magdalena, Lavapiés-Embajadores, Madrid",centro,40.4123544,-3.7009702,"calle de la Magdalena, Lavapiés-Embajadores, Madrid, España",True
"Piso en calle de José Ortega y Gasset, 66, Lista, Madrid",barrio-de-salamanca,40.4297201,-3.6748121,"calle de José Ortega y Gasset, 66, Lista, Madrid, España",True
"Piso en calle del Doctor Juan José López Ibor, Valdezarza, Madrid",moncloa,40.4744762,-3.7292116,"calle del Doctor Juan José López Ibor, Madrid, España",True
"Piso en paseo de los Jesuitas, Puerta del Ángel, Madrid",latina,40.4084673,-3.7345295,"paseo de los Jesuitas, Puerta del Ángel, Madrid, España",True
"Piso en Marroquina, Madrid",moratalaz,40.4107193,-3.6405684,"Marroquina, Madrid, España",True
"Piso en calle de la Marquesa de Silvela, 13, Moscardó, Madrid",usera,40.3860432,-3.7143829,"calle de la Marquesa de Silvela, 13, Moscardó, Madrid, España",True
"Estudio en calle del Amparo, 51, Lavapiés-Embajadores, Madrid",centro,40.4091956,-3.7026673,"calle del Amparo, 51, Lavapiés-Embajadores, Madrid, España",True
"Piso en Conde de Vistahermosa, 33, Comillas, Madrid",carabanchel,40.3936826,-3.7107723,"Conde de Vistahermosa, 33, Comillas, Madrid, España",True
"Piso en calle de Sánchez Barcáiztegui, 6, Pacífico, Madrid",retiro,40.4026441,-3.6755163,"calle de Sánchez Barcáiztegui, 6, Pacífico, Madrid, España",True
"Piso en camino de Valderribas, Numancia, Madrid",puente-de-vallecas,40.4008319,-3.6647539,"camino de Valderribas, Numancia, Madrid, España",True
"Piso en calle de O'Donnell, Goya, Madrid",barrio-de-salamanca,40.421293,-3.6701562,"calle de O'Donnell, Goya, Madrid, España",True
"Piso en calle de Alvarado, 10, Bellas Vistas, Madrid",tetuan,40.450674,-3.7043541,"calle de Alvarado, 10, Bellas Vistas, Madrid, España",True
"Ático en Carrera de San Jerónimo, Huertas-Cortes, Madrid",centro,40.4163018,-3.6978729,"Carrera de San Jerónimo, Madrid, España",True
"Piso en calle de Mateo Inurria, Castilla, Madrid",chamartin,40.4666007,-3.686503,"calle de Mateo Inurria, Castilla, Madrid, España",True
"Estudio en calle de Rosario Pino, Cuzco-Castillejos, Madrid",tetuan,40.4620819,-3.6903119,"calle de Rosario Pino, Madrid, España",True
"Casa o chalet independiente en calle Eibar, El Plantío, Madrid",moncloa,40.4700616,-3.8206858,"El Plantío, Madrid, España",True
"Estudio en Colina, Madrid",ciudad-lineal,40.4580463,-3.6602556,"Colina, Madrid, España",True
"Piso en Cuatro Caminos, Madrid",tetuan,40.4467812,-3.7039643,"Cuatro Caminos, Madrid, España",True
"Piso en calle de la Encomienda de Palacios, Fontarrón, Madrid",moratalaz,40.4007783,-3.645167,"calle de la Encomienda de Palacios, Fontarrón, Madrid, España",True
"Dúplex en calle de Sánchez Barcáiztegui, Pacífico, Madrid",retiro,40.4044425,-3.6742807,"calle de Sánchez Barcáiztegui, Pacífico, Madrid, España",True
"Piso en Berruguete, Madrid",tetuan,40.4602706,-3.7043452,"Berruguete, Madrid, España",True
"Piso en calle de Godella, s/n, San Cristóbal, Madrid",villaverde,40.3420803,-3.6883426,"calle de Godella, s/n, San Cristóbal, Madrid, España",True
"Piso en calle de Santa Cruz de Marcenado, 2, Malasaña-Universidad, Madrid",centro,40.4291349,-3.7110163,"calle de Santa Cruz de Marcenado, 2, Malasaña-Universidad, Madrid, España",True
"Piso en calle de Marcelo Usera, 121, Pradolongo, Madrid",usera,40.3853296,-3.709295,"calle de Marcelo Usera, 121, Pradolongo, Madrid, España",True
"Piso en calle de Sierra Elvira, Numancia, Madrid",puente-de-vallecas,40.4050873,-3.6619384,"calle de Sierra Elvira, Numancia, Madrid, España",True
"Piso en calle de Costa Rica, Bernabéu-Hispanoamérica, Madrid",chamartin,40.4589335,-3.6690336,"calle de Costa Rica, Madrid, España",True
"Piso en calle del Corregidor Alonso de Tobar, Fontarrón, Madrid",moratalaz,40.4035237,-3.6485139,"calle del Corregidor Alonso de Tobar, Fontarrón, Madrid, España",True
"Ático en Malasaña-Universidad, Madrid",centro,40.4251415,-3.7078316,"Malasaña-Universidad, Madrid, España",True
"Piso en Corredera Alta de San Pablo, Malasaña-Universidad, Madrid",centro,40.4249687,-3.7019943,"Corredera Alta de San Pablo, Malasaña-Universidad, Madrid, España",True
"Piso en avenida del Ensanche de Vallecas, 83, Ensanche de Vallecas - La Gavia, Madrid",villa-de-vallecas,40.3628749,-3.6174174,"avenida del Ensanche de Vallecas, 83, Madrid, España",True
"Piso en calle Villaveza, 6, Villaverde Alto, Madrid",villaverde,40.3485699,-3.7139666,"calle Villaveza, 6, Villaverde Alto, Madrid, España",True
"Piso en avenida de Concha Espina, El Viso, Madrid",chamartin,40.4519148,-3.6881922,"avenida de Concha Espina, El Viso, Madrid, España",True
"Piso en El Viso, Madrid",chamartin,40.4448882,-3.6847127,"El Viso, Madrid, España",True
